Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
43,1,9238,1,1,125,,,,,,117,1,0,,,,,21,0,0,6,13,3,12,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,Dropout
39,1,9085,1,1,130,,,,,,130,1,0,,,,,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
17,2,9556,1,1,133.1,,,,,,108,0,0,,,,,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
17,1,9500,1,1,131,,,,,,132.3,1,0,,,,,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,Graduate
42,1,8014,0,1,150,,,,,,148,0,0,,,,,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,Graduate
17,2,9254,1,1,125,,,,,,122.6,1,0,,,,,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,Dropout
1,1,9670,1,1,131,,,,,,123,1,0,,,,,18,0,0,5,6,3,11.66666667,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
39,1,9853,1,1,130,,,,,,102.5,0,0,,,,,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,Graduate
1,2,9500,1,1,123,,,,,,113.3,1,0,,,,,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
1,5,9853,1,1,141,,,,,,133,1,0,,,,,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
7,1,9500,1,3,140,,,,,,140,0,0,,,,,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,Dropout
43,1,9853,1,1,140,,,,,,128.3,1,0,,,,,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,Graduate
44,1,9991,0,39,140,,,,,,140,0,0,,,,,26,0,2,6,7,6,12.66666667,0,2,6,7,6,13.16666667,1,9.4,-0.8,-3.12,Enrolled
39,1,9773,1,19,133.1,,,,,,104,0,0,,,,,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
18,3,9070,1,1,131,,,,,,122.3,1,0,,,,,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
17,2,9254,1,1,143,,,,,,135,0,0,,,,,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
18,2,9147,1,1,132,,,,,,119.1,1,0,,,,,20,0,0,5,9,3,10,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Dropout
43,1,9238,1,1,143,,,,,,126.6,0,0,,,,,21,0,5,10,18,8,11.5,0,0,6,12,4,10,0,9.4,-0.8,-3.12,Enrolled
17,3,9500,1,1,141,,,,,,129,1,0,,,,,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
39,1,9085,1,1,133.1,,,,,,162.3,1,0,,,,,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,Dropout
17,4,9070,1,1,148,,,,,,163.4,1,0,,,,,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,Graduate
1,1,9254,1,1,125,,,,,,121.5,0,0,,,,,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
1,1,8014,0,1,120,,,,,,122.8,0,0,,,,,23,0,0,6,13,2,10,0,0,5,12,1,10,0,9.4,-0.8,-3.12,Enrolled
39,1,9147,1,1,140,,,,,,118,1,0,,,,,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
51,1,9853,1,1,139,,,,,,134,0,0,,,,,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1,4,9500,1,1,142,,,,,,129.8,1,0,,,,,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,Graduate
39,1,9991,0,40,130,,,,,,152,1,0,,,,,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
18,6,9500,1,1,126,,,,,,122.8,1,0,,,,,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
7,1,9119,1,3,150,,,,,,150,0,0,,,,,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,Dropout
1,1,9853,1,1,130,,,,,,131.8,0,0,,,,,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,Graduate
39,1,9500,1,1,120,,,,,,105.9,0,0,,,,,35,0,0,3,4,3,11.81666667,0,0,3,3,3,11.33333333,0,11.1,0.6,2.02,Enrolled
1,1,9085,1,1,138,,,,,,132.1,1,0,,,,,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,Graduate
1,4,9238,1,1,127,,,,,,127.4,1,0,,,,,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,Graduate
1,4,9500,1,1,140,,,,,,129.5,1,0,,,,,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,Graduate
44,1,9238,1,39,130,,,,,,126.7,0,0,,,,,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,Graduate
17,2,9238,1,1,128,,,,,,116.5,0,0,,,,,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
1,1,9238,1,1,132,,,,,,119.1,1,0,,,,,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
1,2,9500,1,1,149,,,,,,126.5,1,0,,,,,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,Graduate
1,4,9773,1,1,155,,,,,,149.8,1,0,,,,,18,0,0,6,6,6,13.83333333,0,0,6,6,6,14.16666667,0,16.2,0.3,-0.92,Graduate
1,1,9085,1,1,120,,,,,,115.1,1,0,,,,,19,0,0,6,8,6,13.85714286,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
39,1,9254,1,19,133.1,,,,,,124.5,0,0,,,,,36,0,0,6,7,6,13.71428571,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout
1,2,9500,1,1,131,,,,,,128.3,1,0,,,,,18,0,0,8,8,7,12.64285714,0,0,8,8,7,12.64285714,0,12.7,3.7,-1.7,Graduate
1,1,9500,1,1,149,,,,,,136,0,0,,,,,18,0,0,7,7,6,12.91666667,0,0,7,7,6,12.91666667,0,7.6,2.6,0.32,Graduate
43,1,9130,1,1,140,,,,,,140,1,0,,,,,20,0,0,6,8,6,15.625,0,0,6,8,6,15.85714286,0,13.9,-0.3,0.79,Graduate
39,1,9991,0,1,133.1,,,,,,126.3,0,0,,,,,26,0,0,5,7,0,0,0,0,5,8,0,0,0,16.2,0.3,-0.92,Dropout
43,1,9773,1,1,122,,,,,,126.9,0,0,,,,,21,0,0,6,8,6,11.71428571,0,0,6,7,6,12,0,7.6,2.6,0.32,Graduate
39,1,9556,1,40,130,,,,,,145,0,0,,,,,25,0,0,7,10,6,12.125,0,0,8,9,8,13.3125,0,15.5,2.8,-4.06,Enrolled
18,1,9147,1,1,121,,,,,,115.8,1,0,,,,,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
39,1,8014,0,1,120,,,,,,100,1,0,,,,,24,0,0,6,11,1,10,0,0,6,6,0,0,6,9.4,-0.8,-3.12,Dropout
39,1,8014,0,1,133.1,,,,,,102.5,0,0,,,,,27,0,0,6,16,1,10,0,0,6,13,0,0,0,8.9,1.4,3.51,Dropout
17,1,9085,1,1,121,,,,,,131.5,0,0,,,,,21,0,0,5,10,0,0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
1,1,9147,1,1,133,,,,,,147,0,0,,,,,18,0,0,5,7,4,13,0,0,5,8,3,12.33333333,0,9.4,-0.8,-3.12,Graduate
1,4,9853,1,1,134,,,,,,122.5,0,1,,,,,19,0,0,6,6,6,13.33333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
1,3,9254,1,1,115,,,,,,117.5,1,0,,,,,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
51,1,9500,1,1,127,,,,,,150,0,0,,,,,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714,0,11.1,0.6,2.02,Graduate
18,1,9500,1,1,135,,,,,,127.5,1,0,,,,,19,0,0,7,8,6,13.74166667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
7,1,9991,0,43,140,,,,,,140,0,0,,,,,33,0,2,6,7,6,15.33333333,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate
7,1,9147,1,3,130,,,,,,130,0,0,,,,,45,0,0,5,6,5,11,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate
1,1,9238,1,1,135,,,,,,133.3,0,0,,,,,20,0,0,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,Graduate
39,2,9670,1,1,140,,,,,,97,1,0,,,,,28,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
43,1,9500,1,1,120,,,,,,112,1,0,,,,,19,0,0,8,15,7,11.57142857,0,0,8,15,7,11.57142857,0,12.7,3.7,-1.7,Graduate
1,2,9254,1,1,140,,,,,,123.6,1,0,,,,,18,0,0,6,10,6,12.85714286,0,0,6,6,3,12.66666667,0,12.7,3.7,-1.7,Graduate
39,1,9254,1,3,133.1,,,,,,130.5,0,0,,,,,38,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1,2,9670,1,1,135,,,,,,133.3,0,0,,,,,19,0,0,5,5,5,13,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
1,1,9254,1,1,123,,,,,,132.1,0,0,,,,,21,0,0,6,9,5,11,0,0,6,8,5,12,0,15.5,2.8,-4.06,Graduate
1,1,9147,1,1,133.1,,,,,,100,0,0,,,,,21,0,0,5,12,3,12,0,0,5,12,1,15,3,16.2,0.3,-0.92,Dropout
1,1,9238,1,1,154,,,,,,140.4,0,0,,,,,22,0,0,6,6,5,12.6,0,0,6,6,6,13,0,10.8,1.4,1.74,Graduate
1,1,9853,1,1,148,,,,,,141.7,0,0,,,,,18,0,0,6,8,5,13.4,0,0,6,7,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
17,2,9238,1,1,133,,,,,,119.7,0,1,,,,,18,0,0,6,9,6,11.33333333,0,0,6,9,6,11.57142857,0,15.5,2.8,-4.06,Graduate
1,1,9130,1,1,126,,,,,,122.5,1,0,,,,,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout
39,1,9085,1,19,133.1,,,,,,140,0,0,,,,,24,0,2,6,11,3,11.75,0,1,6,14,3,10.33333333,0,16.2,0.3,-0.92,Dropout
1,3,9500,1,1,125,,,,,,119.4,1,0,,,,,19,0,0,7,10,6,12.47142857,0,0,7,8,7,11.4625,0,12.4,0.5,1.79,Enrolled
16,1,171,1,1,145,,,,,,155,1,0,,,,,24,0,11,17,19,11,12.90909091,0,9,13,15,9,13.55555556,0,12.4,0.5,1.79,Enrolled
1,2,9147,1,1,118,,,,,,119.1,1,0,,,,,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate
39,1,9147,1,1,120,,,,,,122.7,0,0,,,,,25,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
1,1,9147,1,1,127,,,,,,117.9,0,0,,,,,20,0,5,10,13,9,12.9,0,4,10,12,10,12.36363636,0,8.9,1.4,3.51,Graduate
7,1,9500,1,3,130,,,,,,130,0,0,,,,,23,0,0,8,8,8,13.22,0,0,8,8,8,13.22,0,9.4,-0.8,-3.12,Graduate
17,3,9500,1,1,129,,,,,,120,1,0,,,,,19,0,0,8,8,7,13.15142857,0,0,8,8,7,13.15142857,0,10.8,1.4,1.74,Graduate
44,1,9003,1,39,130,,,,,,130,0,0,,,,,29,0,0,6,13,3,12.75,0,0,6,8,3,11.33333333,0,13.9,-0.3,0.79,Dropout
1,3,9254,1,1,121,,,,,,116.8,1,0,,,,,21,0,0,6,8,6,11.33333333,0,0,6,8,4,12.25,0,11.1,0.6,2.02,Graduate
1,1,9670,1,1,136,,,,,,123.4,1,0,,,,,18,0,0,6,10,6,13.25,0,0,6,13,5,14.14285714,0,11.1,0.6,2.02,Graduate
1,3,9070,1,1,125,,,,,,125.4,1,0,,,,,19,0,0,6,7,5,12.4,0,0,6,6,5,12.4,0,9.4,-0.8,-3.12,Enrolled
1,3,9773,1,1,131,,,,,,127.2,1,0,,,,,18,0,0,6,6,6,15,0,0,6,6,6,12.83333333,0,8.9,1.4,3.51,Dropout
1,1,9085,1,1,122,,,,,,103.4,0,0,,,,,19,0,0,5,6,5,14.4,0,0,5,6,5,13,0,7.6,2.6,0.32,Graduate
1,1,9773,1,1,127,,,,,,123.2,1,0,,,,,18,0,0,6,12,1,11,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Enrolled
17,1,9147,1,1,136,,,,,,124.1,0,0,,,,,18,0,0,5,8,5,12.4,0,0,5,6,5,10.8,0,8.9,1.4,3.51,Graduate
39,1,9556,1,19,133.1,,,,,,99.5,1,0,,,,,37,0,0,7,13,1,16,0,0,7,12,0,0,0,8.9,1.4,3.51,Dropout
17,1,9991,0,40,127,,,,,,124.9,0,0,,,,,29,0,0,5,10,5,13.57142857,0,0,5,14,5,12.33333333,3,16.2,0.3,-0.92,Graduate
17,3,9070,1,1,116,,,,,,110.8,0,0,,,,,18,0,0,6,6,6,11.83333333,0,0,6,6,6,12.5,0,7.6,2.6,0.32,Enrolled
1,1,9238,1,1,121,,,,,,118.9,1,0,,,,,19,0,0,6,8,5,11.66666667,0,0,6,9,5,12.66666667,0,12.4,0.5,1.79,Graduate
43,1,9238,1,1,124,,,,,,118.8,1,0,,,,,22,0,6,10,16,6,11.83333333,0,2,7,8,2,13,0,16.2,0.3,-0.92,Dropout
1,1,9254,1,1,131,,,,,,137,0,0,,,,,20,0,0,6,8,6,11.16666667,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Graduate
39,1,8014,0,1,100,,,,,,100,0,0,,,,,34,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
43,1,9119,1,1,130,,,,,,120,0,0,,,,,30,0,8,12,17,8,11.75,0,6,12,19,6,12.16666667,2,7.6,2.6,0.32,Dropout
1,1,9238,1,1,135,,,,,,122.8,0,0,,,,,18,0,0,6,7,6,14,0,0,6,7,6,14,0,10.8,1.4,1.74,Graduate
1,1,9238,1,1,130,,,,,,121.6,0,0,,,,,18,0,0,6,6,6,12.83333333,0,0,6,6,6,12,0,12.4,0.5,1.79,Graduate
1,2,9773,1,1,146,,,,,,149.2,1,0,,,,,18,0,0,6,11,4,12.25,0,0,6,10,3,11.66666667,0,9.4,-0.8,-3.12,Graduate
17,4,9500,1,1,146,,,,,,140,1,0,,,,,18,0,0,8,8,7,14.82857143,0,0,8,8,7,14.82857143,0,12.7,3.7,-1.7,Graduate
1,2,9773,1,1,154,,,,,,133.4,1,0,,,,,19,0,0,6,7,5,11.4,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Graduate
1,1,9070,1,1,137,,,,,,126.2,1,0,,,,,19,0,0,6,6,6,13,0,0,6,8,6,12.5,0,10.8,1.4,1.74,Graduate
1,5,9500,1,1,151,,,,,,127.8,0,0,,,,,18,0,0,8,8,7,13.67142857,0,0,8,8,7,13.67142857,0,12.7,3.7,-1.7,Graduate
44,1,9003,1,39,150,,,,,,150,0,0,,,,,21,0,0,6,9,6,12.66666667,0,0,6,8,5,12.8,0,13.9,-0.3,0.79,Graduate
1,2,9147,1,1,121,,,,,,113.7,1,0,,,,,20,0,0,5,10,2,10,0,0,5,12,1,13,0,7.6,2.6,0.32,Dropout
17,1,9147,1,1,122,,,,,,117.8,1,0,,,,,20,0,0,5,10,5,13.5,0,0,5,8,5,12.33333333,0,13.9,-0.3,0.79,Graduate
1,1,9500,1,1,143,,,,,,136.7,0,0,,,,,19,0,2,7,8,7,12.67,0,1,8,8,8,13.55,0,11.1,0.6,2.02,Graduate
1,1,9238,1,1,152,,,,,,144.7,0,0,,,,,20,0,0,6,8,6,14.5,0,0,6,7,6,15.42857143,0,16.2,0.3,-0.92,Graduate
17,3,9500,1,1,145,,,,,,139.8,1,0,,,,,18,0,0,7,7,7,13.68571429,0,0,8,8,8,15.3875,0,13.9,-0.3,0.79,Graduate
42,1,9853,1,1,120,,,,,,113.7,0,0,,,,,20,0,0,6,8,5,11,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,Dropout
7,1,9130,1,3,140,,,,,,140,0,0,,,,,29,0,7,9,16,7,11.55555556,4,5,7,12,5,13.2,2,7.6,2.6,0.32,Dropout
1,1,9500,1,1,143,,,,,,142.3,0,0,,,,,18,0,0,7,7,7,13.79714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,Enrolled
1,1,9500,1,1,129,,,,,,119.6,1,0,,,,,20,0,0,7,8,7,14.00375,0,0,8,11,7,13.81285714,0,15.5,2.8,-4.06,Graduate
16,2,9147,1,1,139,,,,,,123.7,1,0,,,,,22,0,0,5,8,4,12,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,Graduate
1,1,8014,0,1,133.1,,,,,,143,1,0,,,,,47,0,0,6,9,5,14.16666667,0,0,6,7,6,14.16666667,0,16.2,0.3,-0.92,Graduate
51,1,9991,0,1,127,,,,,,100.1,0,0,,,,,31,0,1,5,5,5,14,0,0,5,5,5,13.8,0,8.9,1.4,3.51,Graduate
1,1,9070,1,1,126,,,,,,119.4,0,0,,,,,21,0,0,6,7,5,13.8,0,0,6,6,6,12.83333333,0,16.2,0.3,-0.92,Graduate
1,1,8014,0,1,128,,,,,,122.1,0,0,,,,,21,0,0,6,8,5,12.8,0,0,6,10,6,11.85714286,0,7.6,2.6,0.32,Graduate
39,1,9773,1,12,100,,,,,,100,0,0,,,,,24,0,0,6,6,6,12.16666667,0,0,6,6,6,13.83333333,0,7.6,2.6,0.32,Graduate
17,1,9070,1,1,123,,,,,,113.9,0,0,,,,,18,0,0,6,8,6,12.5,0,0,6,6,6,12.33333333,0,15.5,2.8,-4.06,Enrolled
39,1,8014,0,15,170,,,,,,101,0,0,,,,,32,0,0,6,9,4,12,0,0,6,12,4,11.5,0,7.6,2.6,0.32,Graduate
18,2,8014,0,1,117,,,,,,111.8,1,0,,,,,19,0,0,6,8,6,10.83333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,Graduate
39,1,9500,1,1,140,,,,,,140,1,0,,,,,24,0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,Graduate
17,4,9085,1,1,123,,,,,,124.4,1,0,,,,,19,0,0,6,14,6,15.66666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,Graduate
44,1,9003,1,39,150,,,,,,150,0,0,,,,,19,0,0,6,9,6,14.33333333,0,0,6,7,6,13.83333333,0,13.9,-0.3,0.79,Graduate
44,1,9003,1,39,140,,,,,,140,0,0,,,,,24,0,0,6,10,6,11.42857143,0,0,6,12,5,13,0,12.4,0.5,1.79,Enrolled
17,4,9238,1,1,123,,,,,,116,1,0,,,,,18,0,0,6,9,6,11.66666667,0,0,6,8,6,11.66666667,0,8.9,1.4,3.51,Graduate
1,1,9070,1,1,130,,,,,,135.6,1,0,,,,,19,0,0,6,9,5,12,0,0,6,10,2,11.33333333,0,8.9,1.4,3.51,Dropout
1,1,9500,1,1,137,,,,,,121,0,0,,,,,19,0,0,8,8,7,14.72571429,0,0,8,8,7,14.72571429,0,10.8,1.4,1.74,Graduate
17,2,9773,1,1,126,,,,,,118.7,1,0,,,,,18,0,0,6,6,6,14.16666667,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,Graduate
1,1,9238,1,1,125,,,,,,125.7,1,0,,,,,18,0,0,6,10,6,11.57142857,0,0,6,8,6,12.33333333,0,12.4,0.5,1.79,Graduate
17,4,9556,1,1,112,,,,,,107.1,1,0,,,,,20,0,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,Graduate
1,1,9500,1,1,141,,,,,,125.5,0,0,,,,,18,0,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,Graduate
17,4,9670,1,1,135,,,,,,127,1,0,,,,,18,0,0,6,10,6,12.25,0,0,6,9,6,13.71428571,0,11.1,0.6,2.02,Graduate
1,2,9085,1,1,117,,,,,,113.5,1,0,,,,,21,0,0,5,7,4,12,0,0,5,5,5,12.2,0,10.8,1.4,1.74,Graduate
1,1,9500,1,1,160,,,,,,154.4,0,0,,,,,18,0,0,7,9,7,15.11666667,0,0,8,9,8,16.16888889,0,15.5,2.8,-4.06,Graduate
51,1,9670,1,1,136,,,,,,122,0,0,,,,,18,0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,Dropout
17,2,9238,1,1,143,,,,,,128,1,0,,,,,19,0,0,6,11,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,9670,1,1,119,,,,,,115.5,1,0,,,,,19,0,0,6,8,4,11,0,0,6,9,4,11,0,10.8,1.4,1.74,Enrolled
17,4,9670,1,1,120,,,,,,117.2,1,0,,,,,18,0,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,Graduate
39,1,9130,1,3,150,,,,,,150,1,0,,,,,34,0,1,5,6,1,11,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,3,9085,1,1,142,,,,,,155.3,0,0,,,,,19,0,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
44,1,9130,1,39,120,,,,,,120,1,0,,,,,19,0,2,6,7,5,11.6,0,1,6,12,2,11,0,12.4,0.5,1.79,Dropout
51,1,9238,1,1,160,,,,,,116.1,0,0,,,,,26,0,0,6,6,6,14.83333333,0,0,6,7,6,15.14285714,0,11.1,0.6,2.02,Graduate
17,1,9853,1,1,133.1,,,,,,118.9,1,0,,,,,21,0,0,6,12,3,11.33333333,0,0,6,10,3,11.33333333,0,7.6,2.6,0.32,Dropout
17,2,9147,1,1,142,,,,,,127.3,0,0,,,,,18,0,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
17,4,9853,1,1,121,,,,,,113.7,1,0,,,,,20,0,0,6,8,5,13.4,0,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12,Graduate
51,1,9147,1,1,135,,,,,,118.5,0,0,,,,,25,0,0,5,12,2,10.5,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1,1,9147,1,1,153,,,,,,146.7,0,0,,,,,18,0,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,Graduate
1,1,9500,1,1,140,,,,,,124.3,1,0,,,,,18,0,0,7,7,7,14.54285714,0,0,8,11,8,14.88181818,0,16.2,0.3,-0.92,Graduate
1,1,9500,1,1,152,,,,,,137.8,0,0,,,,,19,0,0,7,7,7,13.69428571,0,0,8,9,8,14.35555556,0,11.1,0.6,2.02,Graduate
1,1,9238,1,1,120,,,,,,130.2,0,0,,,,,18,0,0,6,8,6,11.28571429,0,0,6,10,6,11.85714286,0,12.4,0.5,1.79,Graduate
17,1,9500,1,1,160,,,,,,147.8,0,0,,,,,20,0,0,7,11,6,11.75714286,0,0,8,12,6,13.08333333,0,15.5,2.8,-4.06,Enrolled
7,1,9085,1,40,150,,,,,,150,0,0,,,,,26,0,0,3,3,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
42,1,9500,1,1,100,,,,,,100,1,0,,,,,19,0,0,8,8,7,13.05857143,0,0,8,8,7,13.05857143,0,10.8,1.4,1.74,Graduate
1,1,9500,1,1,150,,,,,,155.6,0,0,,,,,19,0,0,7,7,7,14.3,0,0,8,9,8,14.05555556,0,16.2,0.3,-0.92,Graduate
43,4,9147,1,1,124,,,,,,117.4,0,0,,,,,19,0,3,10,15,5,11.8,0,4,10,14,8,12,0,7.6,2.6,0.32,Graduate
5,3,9085,1,1,141,,,,,,128.8,1,0,,,,,19,0,0,5,9,3,10.33333333,1,0,5,8,3,13,0,7.6,2.6,0.32,Enrolled
1,1,9254,1,1,121,,,,,,117.5,1,0,,,,,18,0,0,6,7,6,10.57142857,0,0,6,11,3,11.66666667,0,16.2,0.3,-0.92,Graduate
43,1,9500,1,6,134,,,,,,120.4,1,0,,,,,19,0,0,7,7,6,13.33333333,0,0,7,7,6,13.33333333,0,7.6,2.6,0.32,Graduate
1,1,9238,1,1,134,,,,,,130.9,0,0,,,,,18,0,0,6,10,6,11.85714286,0,0,6,9,5,11,0,13.9,-0.3,0.79,Graduate
1,1,9853,1,1,132,,,,,,125,1,0,,,,,18,0,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,Enrolled
1,1,9085,1,1,135,,,,,,136.8,1,0,,,,,18,0,0,5,11,5,14,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Enrolled
1,1,9853,1,1,123,,,,,,121.6,1,0,,,,,18,0,0,7,12,5,12,0,0,7,9,6,12.66666667,0,11.1,0.6,2.02,Enrolled
44,1,9119,1,39,151,,,,,,151,0,0,,,,,26,0,0,5,6,0,0,0,0,5,5,0,0,0,16.2,0.3,-0.92,Dropout
1,1,9238,1,1,107,,,,,,103.5,1,0,,,,,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12.4,0.5,1.79,Graduate
1,1,8014,0,1,126,,,,,,119.4,0,0,,,,,19,0,0,6,6,6,12.66666667,0,0,6,6,6,11.66666667,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,133,,,,,,134.4,1,0,,,,,18,0,0,6,6,6,12.16666667,0,0,6,9,6,13.66666667,0,9.4,-0.8,-3.12,Graduate
44,1,9238,1,39,140,,,,,,143,0,0,,,,,19,0,3,6,6,6,13.33333333,0,2,6,6,6,14.66666667,0,13.9,-0.3,0.79,Graduate
7,1,9853,1,40,110,,,,,,110,0,0,,,,,40,0,0,7,8,7,15,0,0,7,7,7,14.57142857,0,12.4,0.5,1.79,Graduate
1,4,9500,1,1,141,,,,,,132.5,1,0,,,,,18,0,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,Graduate
17,1,9238,1,1,122,,,,,,114.7,0,0,,,,,19,0,0,6,9,5,12.16666667,0,0,6,8,6,12.42857143,0,13.9,-0.3,0.79,Graduate
17,1,9130,1,1,156,,,,,,166.9,0,0,,,,,18,0,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,Graduate
